,mR,mG,mB,stdR,stdG,stdB,D1,D2,D3
224,103.639234667,99.8879413333,93.230432,7594.40754704,6968.83927752,5235.54695976,21510.4832349,47732.0849639,40848.004529
225,98.05328,60.331712,68.517696,6679.21291591,3464.05141248,3559.26715885,34732.4836428,31663.3562971,8962.73139171
226,207.663426667,186.882637333,175.402394667,4029.28202772,6292.11521534,7410.86373187,25846.1326701,32100.7490411,11238.7263068
227,204.847861789,133.76998645,60.6925663957,2813.18269407,2645.27362764,1417.83753607,46137.4998456,92091.4973817,48748.420877
228,153.178672,153.005338667,155.582285333,5186.67482298,5669.61272883,5589.27999712,29921.0356773,51298.0454501,35098.5097262
229,56.8074278003,64.4943967611,81.1762618084,3970.95821419,4361.66982825,4841.08296416,6542.72557884,18299.5470163,12213.1969197
230,192.049416,128.170810667,125.244050667,5068.38016873,10476.0183117,10378.7285913,56978.3447548,57914.8175513,7326.78421956
231,111.628657183,122.704190612,80.8373513514,6010.04141319,4955.83136167,4873.04719833,21694.8032948,43519.2427324,43331.7797004
232,124.625333333,116.183786667,97.363432,5224.36843022,4848.53903846,4421.73091718,12944.1920567,30651.2377075,20132.4911772
233,100.102888,98.4451626667,109.058754667,6141.17411006,3744.7687742,3999.04144656,35557.0330455,54360.2421076,32815.0810909
234,48.6233645681,42.9385622255,61.1110600293,2404.13953667,2158.75974224,2764.78800242,14053.4079853,22243.5318239,20456.9909811
235,49.6676526611,53.3866778711,51.3132885154,4541.42750603,4362.33147182,3869.14227608,11243.9345427,14721.1125259,6603.09972664
236,58.4615573333,42.8334346667,41.8949306667,6972.60726883,4782.18155199,4595.51582177,20478.018117,21292.1985948,2918.04677824
237,84.6818097902,82.7938993007,74.1429762238,5975.23027667,4366.94634208,3338.10317738,18131.5623155,33030.7166286,20425.6458649
238,153.192621333,73.3113946667,19.6570693333,5865.85828102,3556.02586269,781.160913225,54937.1131568,94466.7264385,46982.5950539
239,42.6416594595,38.0366567568,36.1063486486,3835.67110017,3269.10436169,3173.15336294,7788.87751862,10624.4814932,3849.0744342
240,96.0206293333,72.629096,56.1880746667,6994.57807043,5596.45673156,4327.42634525,27084.5730444,35414.6097818,15638.1333605
241,83.6637173333,76.3781093333,79.977376,5888.47151663,5504.77617733,5599.25580282,18024.8451034,23635.6993127,9880.69506664
242,80.2819298738,46.3919046283,44.3246199158,6344.03812564,4115.01381609,3377.29551672,33616.9788946,37400.7888821,12957.3067032
243,119.600341333,90.357728,62.2460693333,5831.29703562,3741.17530001,2920.35227655,24275.9066154,43923.6192043,20812.2296739
244,115.006727019,70.9373091922,27.8642089136,7513.41813023,5243.81122307,1840.80902318,30370.6684319,67335.3990112,41311.0890561
245,42.9326301736,80.2016048064,112.714787717,4136.80011284,1915.16301638,1782.84840562,37979.0506069,58757.1691115,23158.9373893
246,73.6894774011,31.4520225989,17.9028813559,6922.43874803,2965.55852303,1836.39241543,39433.2350309,52418.4794037,17507.7733022
247,98.222694051,70.102407932,70.4589206799,4347.82012691,2773.01089505,3198.77881674,28500.7421131,36576.4159808,14940.5074546
248,124.051541333,104.787816,105.409074667,7136.94140216,5521.56309262,4163.12874058,21260.0805502,58274.2254775,45893.0420216
249,193.100233766,170.920163636,146.298137662,4808.90894021,5248.1301846,3851.61492952,17838.1506048,33337.8200697,19439.9531378
250,97.7602675676,73.1873459459,34.0222297297,5172.05549323,4318.35576636,1910.11073016,30131.3984574,48232.3781292,31107.8173294
251,112.208035183,113.428779432,147.445193505,4041.19915979,2440.80101423,4049.37196512,36240.7520755,59678.9605472,30611.6503149
252,153.778125333,135.436525333,118.812688,7627.14690763,7678.71054697,7193.50271688,25530.775233,39244.3956636,20561.4545449
253,116.510991083,68.9558853503,55.5347133758,3594.6646206,3168.05598766,1378.92027524,32186.718674,49023.4705728,29955.130846
254,72.1416586667,47.348536,40.2551066667,8174.48712216,4595.07730399,2764.31804326,35806.5200627,55303.4031593,31384.3313136
255,90.7982,55.5688826667,42.1497973333,7230.70565276,1932.83963918,1241.45120876,36333.5938217,60187.1765495,25006.7393916
256,42.6186533333,38.7986106667,34.7147306667,1389.97865205,1025.40027167,956.040648074,6112.27420851,10468.508442,6538.50112793
257,78.2447333333,84.0775226667,94.2131013333,6111.46932426,6143.7858489,6350.15083049,9657.04271503,19329.9928608,10903.3593906
258,82.533208,90.2335706667,92.8208666667,7010.5266519,6774.18435941,7850.64916192,22667.1869891,38603.0703442,16445.7906468
259,208.645546667,147.023714667,100.894072,5574.0625015,8113.82500295,9387.79334193,53550.6328721,84363.7789279,36786.0462948
260,188.312837086,177.197986755,168.406966887,3531.07174355,4926.90156416,5388.87909318,26052.6300784,35146.2379779,14137.206867
261,111.51044,61.1259306667,56.375632,7259.81781101,5673.6567868,4721.06487393,37977.2686353,43827.7861293,14028.5637896
262,69.1078586667,74.0279893333,80.957064,7777.48701984,6892.7563686,7654.75265517,21042.3506529,30619.0491688,11161.1498064
263,199.821072902,61.9738927098,63.7454277854,5626.91136886,5244.26090851,4374.81573494,101274.204524,97641.1506845,9959.25142769
264,59.088512,51.499456,46.638024,4402.26931763,3964.7132317,3421.22841071,7269.75749252,12002.5410226,5568.59398771
265,45.9893226667,36.8569306667,22.5324293333,3478.95993399,2798.34485117,1310.07604701,8544.37551843,23509.214385,16192.7239833
266,117.828321274,139.801837916,149.635826339,3322.73841932,4032.64859575,4935.56685077,39085.1236406,43719.121869,14189.8209643
267,164.275365333,167.48964,164.482272,5725.4005366,4212.894378,6489.93048572,39551.4100002,59927.6024883,24996.3960402
268,57.132912,60.5403253333,72.0834826667,6393.9748304,5594.3853872,6912.77692931,17813.7192074,29679.303597,14655.1451033
269,189.014833566,179.275759441,85.5138601399,7873.13812122,3348.73846302,7950.88453237,38509.3733914,106893.167162,78490.9834758
270,114.286973333,113.502256,119.320618667,4875.24885964,4965.04025624,4484.661465,3785.88259195,11579.9207683,8994.74535493
271,186.89872077,152.54005227,124.609177442,5961.55901074,6551.89247284,6248.01344205,35966.3681514,52428.4910616,25207.1839562
272,45.3900293333,38.308632,37.1105866667,5503.06422645,4054.72302629,3277.90571726,9245.85420608,13795.4967652,5688.26098206
273,103.381170667,90.2460746667,82.9697786667,6103.56248226,5497.32758059,4627.79555867,17208.0353614,24525.2353302,9936.19308387
274,99.1309786667,26.0861066667,37.4390746667,7823.85451659,3183.25966298,2066.68690677,62702.3476514,55613.8111084,29744.9889729
275,117.054405333,71.4581706667,29.926608,11441.2328107,6532.62027697,3172.22448561,41239.5707786,77289.2131284,42211.5165565
276,154.318930667,106.580826667,64.3097093333,6476.09077123,5557.99688038,3851.3524668,38680.8819832,67420.8981845,34591.8073971
277,85.1215946667,83.883904,94.372976,9867.69248407,7909.05766839,9215.08360357,23630.2921692,34286.5089503,16281.8981694
278,59.662272,42.0634613333,33.7171173333,5760.96465446,3574.94207933,2759.5732974,24901.0418658,35755.4099823,14750.8223161
279,68.9400453333,33.3020053333,25.133024,5466.4164561,1634.99856345,886.389691282,32716.3576059,40529.4616668,9919.30078181
280,162.684042667,159.407042667,167.589176,3051.50551496,3739.69410027,7517.59088497,32842.6844061,61906.5608397,32684.5837973
281,67.583984,58.9125386667,53.4504106667,4719.04846135,3449.87973185,3336.74590356,19092.9450321,28941.5870677,10918.7683371
282,79.3615193133,81.9947868383,67.772434907,6904.94055128,5887.30550644,3689.92850597,12773.9806247,24367.4440802,17277.4117275
283,41.4803203343,26.3065097493,29.4848328691,4336.17857093,2831.9449125,3275.50073375,20989.7238667,27083.227208,10831.8102827
284,157.221702381,128.551270833,102.114791667,4693.09392544,3574.2327344,3032.77638835,22820.53034,41459.0417159,19463.6515844
285,204.373242667,190.262834667,193.174432,8052.11478591,9493.61159794,8641.76759481,31033.8366787,29895.6276736,3780.2995913
286,131.689001284,110.32598973,110.978536585,4783.98760329,5097.74171272,4348.88466898,15908.3421826,21783.2321293,14876.4616425
287,57.0766213333,47.330504,42.5299706667,4437.25092117,3944.61502577,3365.49486709,12145.0375874,15907.307566,5386.6260312
288,95.5812436975,87.770070028,73.3681316527,7275.14627341,7329.18119663,6682.92531662,7778.71178281,22095.8452882,17103.1428691
289,181.611114846,171.538745098,169.510322129,7318.34074033,8110.93725512,8094.86546208,18536.7787924,26369.7785922,10980.1815559
290,167.585633053,159.172288515,153.694661064,4791.08461656,5489.71052115,5633.34708746,15656.3470835,19589.5074721,6044.17711521
291,159.300642667,148.334544,135.177112,4552.20612332,5291.56058165,7422.28018067,33609.8346173,49725.8032414,21029.6811436
292,80.2381653333,82.5816853333,63.5988346667,7032.73677061,4679.12430884,2282.33098904,34169.7971314,49433.079461,33998.4782159
293,70.3209655172,73.5431862069,62.4259834483,6304.85429424,6933.86868668,6288.84673948,10417.1636735,12413.6559885,14220.711023
294,167.384850667,160.151666667,158.118738667,4783.17544996,5324.46429056,8756.83804246,33911.9064047,62242.3865224,33973.0052247
295,102.414503277,89.0534705111,63.0599370904,5408.82066148,4153.12402164,2821.06959758,18344.6628751,34145.6367784,20871.824477
296,32.883096,40.3498906667,53.1801866667,4147.64581879,4704.00327519,5609.57954343,9894.56568021,21626.2620672,12452.3425507
297,77.6967786667,60.078464,56.624576,9908.21392882,8169.5006434,6686.53089149,23920.97799,33862.6348059,16937.5254391
298,142.572884,141.494508,150.178048,9557.19628792,9037.69461784,8252.43884291,18303.566647,25714.0000583,11683.2739846
299,73.4467683616,84.0063559322,61.5217033898,9472.83064097,7170.87590875,5999.45485665,40519.6038727,69603.5529912,44459.1013517
300,106.793321622,130.091316216,127.482189189,7056.75644891,11156.0612857,11011.389872,24860.2142388,24210.8642762,3704.36323813
301,208.376403141,211.970931937,202.013143979,2449.71793848,3450.29476761,4123.41072514,16300.457785,24066.1168658,18184.3479674
302,215.476714667,200.300266667,183.583738667,2187.51358579,2964.09206926,4598.96169184,20298.9718951,37350.5930877,17242.9420344
303,137.370858667,115.631821333,98.99472,1680.37981318,3136.2255298,2129.32930012,30336.8275368,34103.0240595,16003.6003137
304,53.516728,61.5945706667,49.3918826667,5884.14329351,6839.32816039,5577.09861998,10144.5623365,6470.25571365,12595.6810852
305,25.0634346667,30.6906906667,35.054096,1541.78269071,2468.37479974,2592.63064696,11208.5441071,19232.2342956,19273.5111747
306,166.782325513,140.39170088,124.253659824,6372.3503099,7713.32462321,9110.34972707,35900.3761401,51559.3745792,24006.3648227
307,169.713285333,159.749456,115.611485333,4249.4144187,4070.70192637,3235.34090435,6841.23848437,34605.8880973,28421.6187259
308,207.758151671,195.223532134,161.765879177,6096.05807237,7612.71102053,9730.07585325,17979.3328297,48644.2402346,38289.7608115
309,70.7141253333,87.0385946667,66.1637253333,6334.00628901,3752.26325979,4622.83109535,32979.1362531,60434.5369967,34694.7801549
310,206.039509333,146.786594667,133.3836,4023.17348968,9280.1401195,10341.922787,54541.1111456,66547.2020449,28692.6811051
311,147.333162921,119.612932584,100.009505618,5724.92012045,4615.03517882,4379.73260065,28436.7401437,40224.4389395,18562.9635565
312,167.155784,145.511584,137.494770667,8296.99228868,9430.80961514,9584.39524732,27642.230138,32246.9203181,9373.44957846
313,151.500118477,108.242425952,129.342409027,3687.78232157,4450.74491372,3727.7130861,43471.8089341,36938.352535,27201.5205457
314,88.8720226629,61.8186827195,54.137733711,5316.50789942,4797.61304189,3659.80972064,27353.4574231,29685.472575,16841.7384791
315,180.421088,170.384608,163.10392,7024.88960756,7275.88971402,7910.3677233,19748.0136723,28928.7109288,11564.2770634
316,114.034636612,103.424918033,97.955284153,7032.0404861,6632.57048292,5560.83463984,19985.8527714,32882.2951906,18751.9707764
317,228.002233903,191.210664915,164.096932983,2020.56875191,5095.96153357,5824.61926366,40512.2866054,55622.6529123,28884.1197719
318,190.171088608,156.663007032,131.171699015,4722.11074557,5230.41019664,5803.40637599,35219.8665103,55622.5207537,35256.2686908
319,162.251165333,160.590674667,154.83964,5689.30079064,5885.5713461,6560.74533267,2403.33726306,6690.46455786,4871.50921173
320,102.559266667,104.868138667,79.565088,4514.0377408,4041.28357792,3802.86139555,10722.5379925,24347.7109602,23307.6313683
321,146.999503526,129.699940762,102.538614951,7768.73514785,8099.55191368,9516.32006883,18639.047642,40041.2536142,24411.0752733
322,100.812762416,66.0552161074,60.0980375839,7270.66783068,4211.45701561,2923.37320474,43356.2172243,48652.9788708,17346.3562456
323,166.160890667,127.719669333,55.0416933333,7315.03939419,6538.42274272,1987.03370967,33996.4645809,80045.5761988,57089.7649934
324,81.9709653333,61.129656,64.051656,5841.37025032,3700.38751199,4678.82654499,36924.7795525,54696.7354693,26097.0643177
325,146.392802667,138.761405333,130.143962667,6430.25695673,6319.02952859,6460.45744008,11810.92562,21429.8109884,11094.2522506
326,150.673633286,130.189049365,98.4987531735,5672.32503625,4559.34533791,3673.69777278,22683.9938503,39266.8237193,26812.9428075
327,228.73992,210.747888,208.611152,1642.68072106,3493.44598087,4458.71041323,18427.8426301,23584.4103594,7293.24098052
328,85.998992,86.337688,80.0079493333,5070.07248432,5070.30987881,4688.96987547,1591.51343067,4895.31214531,5477.59253687
329,85.1408106667,81.9876693333,81.0253093333,5967.76582036,5229.62610929,4824.36625277,14450.4173642,28674.6307212,19179.6514306
330,26.0599493333,23.3679733333,17.9643653333,4054.67129408,3429.50364629,2195.1579915,4227.19233061,12977.0594512,9038.23096629
331,171.681762533,140.32714248,101.37628496,7181.92909431,8288.76879046,7819.57894789,32905.3869298,66104.3602495,52679.8343486
332,46.2276586667,18.4486106667,5.87749066667,6807.50317953,1993.49026047,152.066919463,35880.3825927,53056.3581581,24954.247414
333,132.05248,103.121458667,65.0379786667,4991.56817385,4721.44687179,3701.40368829,20168.4793428,48528.9181211,30597.0889628
334,47.3974746667,16.1112346667,4.80418933333,5064.78006989,1461.82444018,348.748882183,33794.7664883,47631.8523259,19347.4340934
335,97.5511653333,59.7037013333,55.3255413333,6081.74071011,4853.80546577,4077.14087084,33732.9641301,37571.4948997,8163.51578672
336,60.9904746667,72.1497973333,74.4794453333,1573.93438393,1845.02764076,1725.56654284,8292.1488168,10139.2765028,3554.74556051
337,102.560949333,107.2478,105.557229333,5684.60147985,7347.41080049,10447.7712101,17132.3596448,43801.2533268,33917.4148189
338,154.49488,147.263413333,136.046925333,7914.34259245,6923.73353608,6866.98396068,20378.8255795,32508.0434816,16607.2855398
339,168.266548023,145.526720339,133.555629944,5425.06821769,6647.74797529,8388.15910305,23999.118838,39100.0332353,16341.4911804
340,180.168431755,151.141052925,138.466551532,5697.45273659,6865.57570853,6744.4290149,28319.9034073,33121.5373586,13347.8680695
341,206.043029101,184.873243386,170.132489418,5321.94960617,8942.79447773,10651.5659042,33118.1552173,44480.1766184,38064.0811396
342,151.056568,129.918485333,122.532330667,6282.37910139,5389.52014469,6586.56216539,37525.5800355,49311.5120332,22035.7633859
343,168.590909333,180.106392,61.609816,4023.20297816,5517.46981408,5410.83984445,24042.6564256,81429.0782092,93396.7586161
344,61.3141093333,38.717328,24.085104,9393.28113533,4773.07144587,2624.69061864,29421.4327829,45384.4174029,19249.6706465
345,236.423389333,204.102,194.341434667,2272.97464281,6144.593596,7689.20404637,41319.2786118,49515.8228751,15486.9970621
346,40.094136,18.397968,11.6091093333,5834.18264508,2712.13073614,1932.00080982,29899.4461654,40057.7387654,13603.3486319
347,179.151503218,164.347019305,76.7437863578,3152.46763365,3929.60306023,4179.95244209,23310.7073681,77929.0075646,68174.2913274
348,199.583650667,132.635290667,122.762877333,4241.9386719,7737.76592577,7580.30201017,57540.0763208,64846.9131262,20885.5078703
349,179.188317333,162.679554667,149.32832,6594.46674725,6951.93411212,7197.84097931,19268.8803515,30648.1055043,14877.9695187
350,59.0675626667,54.199224,54.589304,5445.75977662,4818.88481913,4824.74638746,15786.0384201,14465.0427238,1536.89231893
351,167.162155102,164.29827483,160.026971429,6271.30061729,6450.80598179,7089.84008887,17038.994806,30165.4164234,14504.6304331
352,126.026703063,136.008458056,148.25098269,4735.60861052,3276.99560889,4481.49199038,18717.5852876,31995.5334539,18755.3614735
