,mR,mG,mB,stdR,stdG,stdB,varR,varG,varB,Dc1,Dc2,Dc3,De1,De2,De3,ID
119,124.055045333,65.8333866667,45.6599466667,78.8123555416,66.8618838303,55.6928373228,6211.38738601,4470.51150933,3101.69212906,0.154408980279,0.258271153788,0.0423125322777,43988.2286754,57925.2352606,17820.3115012,11004.0
120,72.5407946667,50.9757253333,44.9319093333,84.5137715314,63.162731206,57.9626701794,7142.57757846,3989.53061341,3359.67113433,0.125429330787,0.277883263348,0.0614890146764,29112.0653853,39637.6422356,13880.7531136,24560.0
121,98.176248,80.9557653333,104.264570667,70.0086014952,79.092950992,90.3090752307,4901.20428331,6255.69489663,8155.72906903,0.460728889988,0.765135228975,0.0754009810877,45337.7093268,61616.2842843,25589.928214,10588.0
122,109.422301333,83.2919386667,90.1495093333,85.8936557082,59.8715904678,61.5351061993,7377.72009092,3584.60734515,3786.56929496,0.340659255604,0.954553417228,0.368192946546,42706.9315685,64387.4492506,32187.671817,15982.0
123,64.288544,53.6046906667,32.815008,91.2489162439,86.9760386919,65.1198602115,8326.36471569,7564.83130653,4240.59619396,0.026492215435,0.217665648517,0.156193489579,14399.368632,39969.2087487,31697.1325359,26551.0
124,244.335121339,242.108025105,240.425001395,38.7339990336,46.6265542743,52.5795377976,1500.32268114,2174.03556349,2764.60779501,0.015945613975,0.0358864597295,0.00720889797256,6690.16920563,11252.0451474,5137.29481342,10981.0
125,39.8310473538,58.8212841226,42.7459582173,68.6008899044,63.6127257456,55.1646977497,4706.08209567,4046.57887679,3043.14387781,0.116696089592,0.258266890215,0.150982299255,22450.8146623,27741.9153088,22333.9706725,15050.0
126,186.728858681,174.778215343,161.921900404,64.1476109227,65.390072252,61.2725339661,4114.9159871,4275.86154912,3754.32341862,0.105368443197,0.15764250089,0.0281329268012,19545.3743377,26306.9946402,12306.547485,26158.0
127,164.608857538,135.900248963,121.848669433,73.8491780888,86.1565626739,87.7340588509,5453.70110439,7422.95329178,7697.26508246,0.101540597362,0.148913268944,0.0180401436207,28632.1838846,37792.0464913,13071.6141314,26763.0
128,159.362747875,150.73482153,62.6426883853,107.22078009,108.365213379,74.1230276394,11496.2956831,11743.0194707,5494.22322643,0.0198579489503,0.588336396728,0.575091797311,13770.8067302,83606.5837659,80090.6820735,14607.0
129,208.008050776,189.912767278,177.87851622,43.8480873852,47.2410921272,45.704848597,1922.65476734,2231.72078537,2088.93318527,0.111520895468,0.175936150909,0.0264033284193,16850.608357,23937.8044524,9622.66096254,11771.0
130,57.461752,54.2144106667,40.481528,77.5198361094,74.1620844462,58.7044949567,6009.32499042,5500.0147694,3446.21772812,0.137824154968,0.168397494242,0.0850303078135,24544.8379298,28559.2750958,20927.6714185,27916.0
131,124.801272,122.244205333,128.25116,95.494027055,85.7504934316,88.3988528356,9119.10920318,7353.14712376,7814.35718265,0.0681481479759,0.15927857866,0.0290936310714,21367.8413978,32121.0407677,13474.5736853,16771.0
132,39.488872,23.509584,14.45924,49.0496920157,39.6799634931,33.1935136227,2405.87228683,1574.49950281,1101.80934662,0.114183231612,0.1566996025,0.0233521602382,17185.7152019,22815.7513573,8340.36492007,21506.0
133,184.189741333,151.963882667,100.326453333,71.2770374681,83.892625132,75.6464814354,5080.41607023,7037.97255154,5722.39015355,0.417511522706,1.00489726587,0.58650628236,48182.3788018,81903.9101936,61781.5934725,11063.0
134,146.489728,144.045512,150.384877333,97.8755468056,97.6931508517,93.2815481581,9579.62266249,9543.95172332,8701.44722677,0.0247033828941,0.0582752830906,0.0239301935333,13394.3591485,20313.619003,13635.4315663,14752.0
135,104.907488,103.621464,94.9163653333,79.7945455208,78.6717834625,80.336442108,6367.16949486,6189.24951316,6453.94393058,0.0123370026245,0.031980255594,0.0161939777309,7692.71103058,13831.0693368,10306.2217131,23190.0
136,226.87265857,215.887873144,208.386944669,50.3031485408,52.0135823358,47.9554098288,2530.40675312,2705.41274741,2299.72133185,0.0734074738732,0.04212435446,0.00573296798163,13715.3917553,14281.0415937,6127.29222414,29568.0
137,211.839662162,153.483062162,46.8387810811,69.8663188575,65.7869662161,52.6996522408,4881.3025107,4327.92492392,2777.2533463,0.121272899829,0.794166992888,0.479245887832,40971.5734138,111113.476788,74168.1184472,17141.0
138,157.249053061,130.878601361,95.3746340136,72.683580942,79.6444140257,83.0145706273,5282.90293856,6343.2326855,6891.41893643,0.015180657913,0.085108779206,0.0347144617823,18383.6055495,42703.8633732,25221.3495277,24019.0
139,58.1556506667,45.08736,31.7191573333,81.2764856823,69.7627481891,55.6903393842,6605.86712487,4866.8410349,3101.41390073,0.0261707197692,0.13273833676,0.0501302086649,15001.5755506,30954.6248402,16951.3759913,13197.0
140,70.129704,31.614208,31.9907573333,67.8641864575,55.9037582207,51.350228353,4605.54780354,3125.2301832,2636.84595191,0.241094486071,0.200251532758,0.020511489226,35999.2406725,34221.5927303,7210.40622989,17059.0
141,169.387213333,148.355981333,123.915317333,70.9947074776,76.5967197902,81.8978270256,5040.24848983,5867.05748262,6707.25407151,0.0383579007899,0.186186098435,0.0788018542493,18277.7821412,40396.439707,24602.685768,15843.0
142,100.137704,131.859330667,121.049901333,91.6201838331,76.0152720893,85.6701896219,8394.25808561,5778.32159081,7339.38138986,0.130608774923,0.30616469187,0.0945211661307,33924.7319518,44492.8435369,23247.1833563,13258.0
143,106.486432,71.7429573333,68.976088,78.3385965829,61.0943844752,65.9802790452,6136.93571458,3732.5238144,4353.39722288,0.11733201478,0.336946610155,0.118725106713,31390.1971482,43486.9586313,19255.1470522,26258.0
144,158.070689223,148.374150376,107.567694236,94.613875047,67.9896582248,86.4601351281,8951.7853514,4622.59362553,7475.35496636,0.170015229893,0.857797978135,0.387683972612,34541.1772671,81509.6225056,51177.47102,28650.0
145,178.296152446,160.223881684,158.657189989,73.3598162455,80.3273856191,80.8558863139,5381.66263958,6452.4888804,6537.6743516,0.313031072141,0.381932362519,0.00732882160012,42264.7622849,46749.8157857,6560.65233037,29512.0
146,135.177168,103.655309333,76.51552,75.7127859799,68.8304987173,56.1898897116,5732.42596083,4737.63755368,3157.3037058,0.0640565374578,0.245706463375,0.123110331557,25312.8083191,47088.8006006,26329.3857695,10159.0
147,107.044768,112.730032,127.939397333,84.6769541955,75.5881261395,79.6475283692,7170.18657183,5713.56481328,6343.72877532,0.142272204676,0.351780397879,0.0860519725022,26945.6124814,44188.1468043,21942.5905034,11431.0
148,118.737125333,116.108669333,112.745773333,105.952173315,107.871539189,108.047866606,11225.8630302,11636.268967,11674.3414781,0.00281998744173,0.00893447694015,0.00280359932144,5305.18435118,9582.21670596,5362.84737803,20163.0
149,78.3722266667,36.8765946667,41.4910666667,92.302954893,57.8665818165,59.9381214715,8519.83548198,3348.54129112,3592.57840553,0.148534442242,0.153411763198,0.0142688276196,41053.9540118,39235.7922438,6834.60964503,23990.0
150,61.5417173333,70.5753413333,77.6604613333,78.1899178049,82.2134235168,80.140218094,6113.66324633,6759.04700635,6422.45455616,0.0196169361608,0.0514096513935,0.0122542406904,11456.4478352,18451.6206605,8999.45265002,24271.0
151,169.329221333,177.110549333,182.441664,80.332332569,80.6904624693,84.9083896262,6453.28365598,6510.95073351,7209.43462891,0.073152602412,0.18899726255,0.0371927286716,19452.2051192,32236.2479206,14437.5626059,15836.0
152,143.651656,139.84692,125.949386667,78.1870333866,80.6910732682,90.0827778044,6113.21218979,6511.04930518,8114.90685696,0.03425458131,0.0461608835733,0.0261098015637,13033.1822668,20357.3953393,15743.1338367,11469.0
153,80.2799577836,90.1193984169,97.1586490765,71.3192888266,57.3455193858,50.2941789345,5086.44095873,3288.50859362,2529.50443469,0.205591948658,0.383239777596,0.0602519977646,27350.5800304,36297.4466871,13013.3056523,29324.0
154,192.893309958,187.611624123,203.771051893,66.9457046762,76.037683081,85.5096198628,4481.7273746,5781.72924833,7311.89508908,0.034661369134,0.0721919240738,0.0178621658348,12853.6583508,21440.5220785,14418.155846,29204.0
155,26.0991204482,14.9625742297,17.3112408964,53.3178319172,44.2059499828,44.7106939279,2842.79120035,1954.16601388,1999.04615151,0.20136485261,0.138231654781,0.0106144663908,20317.186001,17008.8223284,4127.88614184,21800.0
156,104.641762667,96.5825226667,95.5502346667,81.1243147727,74.2651812584,72.6288086034,6581.15444735,5515.31714734,5274.94383914,0.0241473791805,0.0783590572255,0.0196477177535,12292.6970596,20107.8970805,8993.6378624,22160.0
157,193.579261972,151.329084507,112.349107042,56.2146076381,65.7088776068,57.6603838691,3160.08211191,4317.65659634,3324.71986794,0.198431268636,0.329057030755,0.100667392658,34439.9172328,55681.5195824,28865.152901,26334.0
158,153.96412,157.515330667,162.589413333,95.628533179,88.2759390074,93.4762558938,9144.81635796,7792.64140764,8737.81041592,0.122289224527,0.392658856228,0.0964482290242,28270.9830038,51595.7151031,24833.3002438,18228.0
159,42.1086299435,38.7952485876,31.1402683616,67.9710890609,62.9545078152,55.1608201446,4620.06894812,3963.27005426,3042.71607902,0.0106707541958,0.0197033228067,0.00602758257108,6717.38245152,12368.6515837,7554.20260517,12790.0
160,152.794413333,145.666965333,151.276370667,71.3931331767,70.9548935398,72.1948207971,5096.97946479,5034.59691724,5212.09214992,0.0995529543679,0.149616763069,0.0150764878371,19933.65694,24072.2422304,8384.44434653,12722.0
161,116.280906329,35.1019746835,22.3558405063,95.5631271404,49.9109786877,42.6515308799,9132.31126885,2491.10579357,1819.15308639,0.549207616577,0.768869573396,0.107267966751,74133.0642291,84061.0050559,16290.6716559,29930.0
162,113.223368272,75.42398017,84.4268045326,90.7323214136,79.807471801,73.2798759767,8232.35414911,6369.23255526,5369.94022316,0.209769070637,0.224099659772,0.00262000160361,40235.3456056,38107.5586859,7380.36550585,17969.0
163,86.8824453333,53.042504,51.6371253333,94.5747328742,87.33407258,88.0092833094,8944.38009823,7627.24023341,7745.63394864,0.208569633007,0.253562406891,0.012959440326,41726.6589604,45441.0387315,8695.88126644,11009.0
164,115.894045822,94.7881859838,57.9386495957,71.9131156673,64.4987411235,43.0142784732,5171.49620498,4160.08760652,1850.22815257,0.270998286105,0.459864783547,0.284301296532,33441.4931485,51102.3952863,35500.4303636,22689.0
165,113.777541333,100.758754667,69.4812346667,93.6804985761,75.2130193386,56.1828097541,8776.03581347,5656.99827802,3156.50811186,0.0227524943695,0.194837721687,0.133337972913,17654.6498974,45079.8971938,30417.8340781,29291.0
166,114.865418667,128.444592,131.938952,90.4899697712,88.4268455879,86.8460809698,8188.4346292,7819.30702062,7542.24177981,0.00972771155167,0.0157077023168,0.00217067970529,11363.2255104,14383.1631083,4244.80329344,29734.0
167,40.045512,22.3320213333,24.17608,54.6492999954,48.1817431728,46.9851529865,2986.54598999,2321.48037517,2207.60460117,0.119096478227,0.104994854791,0.00384386884875,19197.485851,17851.1533241,2887.65164104,18002.0
168,165.830518519,186.770156695,196.444128205,70.0937975945,67.4393003514,68.2617905723,4913.14046121,4548.05923188,4659.67205213,0.0294994010864,0.0607953787268,0.00856117091105,15945.7436014,23115.7338408,7794.41915732,18044.0
169,195.904311798,198.658373596,197.735733146,89.3097905252,83.9996557099,78.8689443987,7976.23868366,7055.94215938,6220.31039056,0.0584056556483,0.212670558451,0.20216155424,18019.6435592,33265.2925134,31036.5165571,24890.0
170,124.527944,103.663773333,129.425354667,88.3669745123,71.8019554025,58.5987448905,7808.72218447,5155.52079963,3433.81290274,0.141368916842,0.661926739427,0.354300386041,30641.0438791,53962.8413726,37845.5318763,10112.0
171,185.418224888,155.956929535,137.755922039,72.5462943098,79.4600557876,79.3729100433,5262.96481808,6313.90046577,6300.05884874,0.101803201349,0.185839348414,0.0526690618324,26397.6545549,38560.4772533,18222.2125989,21509.0
172,168.867568,157.084765333,169.576522667,73.0047908777,81.9031561226,77.4877402794,5329.6994911,6708.12698284,6004.34989361,0.373699788589,0.449991590978,0.0502847456688,41923.85358,43782.6290896,17469.2932599,10123.0
173,102.791888,70.660352,44.6469306667,97.7144004744,74.8810850298,33.4372234201,9548.10406006,5607.17689524,1118.04791005,0.0824142006358,0.252308218421,0.190042939422,32170.4762166,58612.4686479,35422.2212883,20381.0
174,122.043090667,123.527794667,130.311757333,90.8382898811,84.6043856751,84.292186111,8251.59490853,7157.90207546,7105.17263937,0.074262715953,0.165585392409,0.0305351060851,21058.2321195,31505.851393,13439.3239413,15373.0
175,80.9396982544,74.2883316708,49.7297930175,84.61093603,84.1274427162,66.9015887831,7159.01049587,7077.42661796,4475.8225817,0.192146167348,0.249456888279,0.158573866547,33387.7589544,40605.9753731,32811.9108557,29890.0
176,182.264256259,183.574388807,174.752715758,68.7414140147,74.1588754697,90.1404995741,4725.38200074,5499.53881093,8125.30966346,0.200676450898,0.430512066178,0.093469568614,26554.9897383,44563.8071533,23181.5497325,26815.0
177,156.785554667,148.891549333,156.593645333,63.0638494638,54.3768997135,44.3289017973,3977.0491092,2956.84722245,1965.05153455,0.327356438419,0.6080045918,0.0860753434225,29893.1264675,37502.2549989,14687.3454375,19326.0
178,31.4417786667,39.9390026667,47.4438826667,51.3298911449,53.6533485441,59.0662218433,2634.75772494,2878.68180999,3488.81856284,0.0534926219731,0.1100534381,0.0140318861831,11814.8343619,19202.0700186,8090.72011628,15156.0
179,85.644392,52.472624,34.443128,88.6012368252,72.1042545385,63.9449370024,7850.17916695,5199.02352255,4088.95496824,0.270355789498,0.73030365426,0.309890771508,42544.9762134,65683.1030327,34906.6533629,14130.0
180,97.18459362,90.3072288488,65.4731151179,65.5691913724,62.1596815458,54.3283552255,4299.31885723,3863.82600988,2951.5701815,0.0533069724584,0.363192075989,0.28564022315,13337.5710682,36618.2615371,30658.2809042,27468.0
181,224.620834667,125.490034667,23.6422426667,56.4190608127,73.1357352281,37.7255182473,3183.11042298,5348.83576736,1423.21472702,0.563375783496,1.18220046987,1.00118168557,74386.5431244,131016.684785,80198.6844531,11549.0
182,55.845832,59.1778826667,74.507984,65.5314687985,66.7968563763,65.9917273219,4294.37340289,4461.82002176,4354.90807492,0.0127505538249,0.046818183575,0.0161958109712,6828.14945648,16808.7196716,11912.8680846,13180.0
183,200.409536,189.593226667,192.117901333,69.2254559171,82.4640711227,81.9439931047,4792.16374693,6800.32302612,6714.81800594,0.0907779194639,0.0816272961009,0.00084370812002,22321.6723836,20825.9940219,2601.47093007,10649.0
184,207.003741333,199.265722667,199.00764,78.5792249007,89.6181329241,87.3605621336,6174.694586,8031.4097488,7631.8678163,0.0246857467005,0.0377519578447,0.0147935169294,14090.0839245,15724.54082,9423.43085081,11834.0
185,131.180728,113.558973333,95.3142266667,76.2119598405,83.3540923019,95.8346008788,5808.26282272,6947.90470348,9184.2707256,0.116875626757,0.175451212843,0.0390534538666,26313.9188644,39848.251254,20425.7921266,16232.0
186,56.165272,64.897224,69.0651413333,66.9972805406,64.8727661793,59.7073491563,4488.63559983,4208.47579176,3564.96754327,0.0764616006215,0.0938742440032,0.0449489483449,16719.1188165,19077.9997641,12128.4046354,28585.0
187,104.584461333,107.952853333,120.996789333,68.0896881249,69.5878098223,68.2127325775,4636.20562895,4842.46327586,4652.97688569,0.0261035319565,0.0723390268738,0.0194610606168,9892.39450285,18788.4503619,11567.0271029,14161.0
188,77.8658986667,108.755178667,111.484301333,81.2094037299,77.1301455886,78.6009979849,6594.96725417,5949.05935851,6178.11688422,0.10213852235,0.153331583416,0.0104852835277,29049.4192369,34065.0559225,7160.98058928,19222.0
189,81.4222661064,113.817417367,129.125747899,69.1428968668,68.7937471285,71.0351748771,4780.74018713,4732.57964397,5045.99606982,0.0809850618013,0.140601220744,0.0141242116133,25489.9605924,36148.9300948,11607.5980289,17902.0
190,198.204414322,169.367445013,164.050017903,76.7872518455,93.4339455366,96.2391550977,5896.28204599,8729.90217854,9261.97497391,0.168814445271,0.213260255134,0.0548133730351,37156.7813326,42854.082921,19989.1513577,27716.0
191,193.558465714,182.415965714,173.966,68.3271946198,78.2066949707,86.8344333841,4668.60552462,6116.28713824,7540.21882114,0.0708354304227,0.162189533755,0.0417402289864,18508.9024796,30460.4769989,15794.4752366,22471.0
192,78.5936426667,89.6167653333,102.230893333,81.3899593749,81.6713250894,86.5777368627,6624.32548705,6670.20534186,7495.70452027,0.264760628978,0.471363592797,0.0579242577283,36953.1922708,52064.6769797,19387.604081,10196.0
193,95.2789568733,114.082838275,153.826272237,78.693540783,78.6570133192,93.687159636,6192.67336096,6186.92574429,8777.28388066,0.060904655805,0.398516501059,0.179698369976,20270.808124,59457.3632278,40649.6627784,16666.0
194,226.396424,202.568397333,176.335517333,36.4530340028,58.5627758376,83.0358684673,1328.82368801,3429.5987138,6894.95545212,0.456765289139,1.04019653369,0.478449347756,33579.0797968,64147.9229282,47197.6444539,11183.0
195,82.99446875,68.8834772727,62.9645909091,103.974308729,99.5019133082,99.0597401345,10810.6568757,9900.630752,9812.83211551,0.0677446900343,0.116698765409,0.0169008262208,23885.9411161,31557.9095791,11387.560406,28321.0
196,213.551474667,171.89656,109.978744,60.4651621213,81.804275415,105.920596368,3656.03583036,6691.93947617,11219.1727348,0.291727288684,0.590818228293,0.265731044512,43630.9931471,87381.2870127,58160.5635375,27932.0
197,155.451194667,149.191450667,139.581954667,75.1914897093,78.3292317166,87.5620371209,5653.76012471,6135.46854131,7667.11034477,0.13941077739,0.371502726503,0.0680958373317,25183.3486256,44567.722457,20417.6437181,27119.0
198,166.474829333,146.218197333,165.220765333,69.7011612417,76.9890617724,92.6093884154,4858.25187844,5927.31563259,8576.49882267,0.183295828532,0.421755692844,0.0869659367794,30191.0087112,47320.2267323,26305.0193879,10608.0
199,30.651832,107.664906667,138.987050667,66.0608535446,67.2869834301,85.2824215591,4364.03637104,4527.53813912,7273.09142698,0.557209012703,0.826930967238,0.0428627239344,63892.9127916,89631.6724211,25957.9405578,19833.0
200,166.375299578,165.825780591,186.770345992,67.4061608678,64.0106837233,70.1641417425,4543.59052294,4097.36763072,4923.00678646,0.149010648815,0.403822153025,0.0833953105415,21478.715185,38839.3908165,20873.7795571,21549.0
201,184.827619444,170.042975,169.22145,77.4315718264,90.1560580348,95.0984236866,5995.6483155,8128.11480037,9043.71018768,0.157517082472,0.156842515885,0.0469488460314,30474.6150427,32118.3742895,17287.4195587,21753.0
202,125.665664,138.209813333,169.630952,87.2437775782,60.0978459045,71.2981655368,7611.47672611,3611.75108237,5083.42840891,0.36804108481,1.08186546972,0.337140036269,42221.097333,76598.7370979,38739.2000305,14648.0
